Person,Partei,"Region (BVV, WK2, WK4, WK5)",Fragenummer,"Zustimmungsaussage (ja = zustimmung, nein = nicht Zustimmung, 0 = neutral)",Begründung
Felix J. Just,Piraten,WK5,4,ja,"In den Fragen werden 3 Lösungsansätze angesprochen (Polizei, Integration, Streetworker).
 Die Konzentration auf nur einen dieser Lösungsvorschläge wird keinen Erfolg bringen. 
 
 Diebstahls- und Sexualdelikte, sowie der Umgang mit diesen ist im Strafgesetzbuch definiert, und müssen streng verfolgt und geahndet werden. Hierfür ist der Einsatz von Polizeikräften durchaus sinnvoll. Wir würden es begrüßen, wenn die Polizeibeamten sich hier stärker um die Opfer kümmern könnten anstatt sinnlos die Bewohner im Friedrichshainer Nordkiez zu schikanieren. Ob die Einrichtung einer mobilen Polizeiwache den gewünschten Effekt hätte, muss bezweifelt werden – wie der erfolglose Test am Alexanderplatz zeigt.
 
 Der Handel mit Substanzen, die unter das Betäubungsmittelgesetz fallen und verboten sind, fällt jedoch in eine andere Kategorie von Straftaten, da hier weder klar ist wer die Opfer sind noch welches Rechtsgut durch den Handel mit Drogen gefährdet wird.
 
 Da das RAW-Gelände ein nicht bezirkseigenes Grundstück ist, sondern ein im Privatbesitz ist, sind die Handlungsmöglichkeiten für die BVV stark eingeschränkt. Da der Bezirk gegenüber der Polizei nicht weisungsbefugt ist, kann die BVV auch hier keinen Einfluss nehmen. Die Integrations- und Präventionsprogramme sowie die Schaffung von genügend StreetWorker-Stellen, die erforderlich sind um einen vernünftigen Umgang mit Drogen zu lehren und Menschen andere berufliche Perspektiven als illegalen Drogenhandel aufzuzeigen, können nicht aus dem Bezirkshaushalt finanziert werden, sondern müssen von Land, Bund oder EU ausreichende Mittel erhalten."
Felix J. Just,Piraten,WK5,5,ja,Die Mehrkosten der erweiterten Stadtreinigung nach dem Verursacherprinzip über die Berliner City-Tax ist sinnvoll und dürfte helfen die Ablehnung gegenüber dem Tourismus durch die Anwohnerinnen zu senken. Eine Umlage der erweiterten Stadtreinigung über die Betriebskosten auf die jeweiligen Mieter führt letztendlich zu Mietsteigerungen – und diese sind strikt abzulehnen.
Felix J. Just,Piraten,WK5,6,ja,"Die Aussage ist – so formuliert – zu pauschalisierend. Bei der Mehrheit der Passanten und Gäste gibt es sehr wohl dieses Bewusstsein. Die Minderheit, die dieses Bewusstsein nicht oder nicht ausreichend hat, für diese Problematik mehr zu sensibilisieren, sollte Ziel aller Friedrichshain-Kreuzbergerinnen zu sein."
Felix J. Just,Piraten,WK5,7,ja,"LKWs und Busse sollten grundsätzlich keine Wohnstraßen, sondern Hauptstraßen nutzen. Kleinere Straßen sind nicht für die Nutzung von schweren Fahrzeugen vorgesehen und werden dadurch auch leichter geschädigt und führen zu einem erhöhten Lärmaufkommen – ob diese Fahrzeuge nur durchfahren oder auch anhalten, macht hierfür keinen Unterschied.
 Es ist wichtig, auf die Wohnfunktion eines Kiezes zu achten und die Bewohner zu respektieren und nicht als Ausstellungsobjekte oder Zootiere anzusehen. 
 Einer Prüfung auf Gewichtsbeschränkung oder eine Einschränkung auf PKW- oder Anrainerverkehr für übermäßig belastete Straßen stehen wir positiv gegenüber."
Felix J. Just,Piraten,WK5,8,ja,"Die Piraten Xhain engagieren sich schon lange gegen die Zweckentfremdung von Wohnraum durch Ferienwohnungen, nicht nur in der BVV, sondern auch durch Aktionen (z.B.: https://piraten-xhain.de/2013/09/kunst-gegen-verdraengung-aktion-gegen-illegale-ferienwohnungen-in-kreuzberg/ ) und Veranstaltungen (https://piraten-xhain.de/2013/06/podiumsdiskussion-am-6-6-2013-zum-thema-mietwohnraum-statt-ferienwohnungen/ ).
 
 Die Verdrängung der bestehenden Bevölkerung aus dem Kiez wird durch Ferienwohnungen erheblich beschleunigt. Dass es mittlerweile ganze Häuser gibt, die nur noch als Ferienwohnung genutzt werden ist ein erschreckender Beleg dafür, dass Ferienwohnungen zu Rückgang der Mietwohnungen, steigenden Mietpreisen und damit zu weiterer Verdrängung führen. Das Bezirksamt immer aufzufordern, dass auf Zweckentfremdung geprüft und konsequent dagegen vorgegangen wird, wird ein wichtiger Teil der Politik der Piraten Xhain in der BVV sein."
Felix J. Just,Piraten,WK5,9,ja,"Diese Aussage ist zu pauschalisierend. Dass es die Möglichkeit gibt sich bei einem Café- oder Restaurantbesuch auch im Freien aufzuhalten und sein Getränk oder Essen an der frischen Luft zu genießen, macht einen Großteil des Lebensgefühls aus, das diesen Bezirks so lebenswert macht.
 
 Natürlich gibt es Gegenden in denen ein weiteres Ausufern der Sitzflächen auf Gehwegen unterbunden werden sollte oder sogar wieder zurückgedrängt werden sollte. Es wird eine Aufgabe der Piraten Xhain sein mit der BVV und dem Bezirksamt einen akzeptablen Kompromiss zu finden, der einerseits solche Aufenthalte im Freien möglich macht und gleichzeitig der Anwohnerschaft eine Möglichkeit gibt ihr Bedürfnis nach Ruhe zu stillen. Einen 'Ballermann-Kiez' in Friedrichshain-Kreuzberg zu haben ist nicht erstrebenswert."
Felix J. Just,Piraten,WK5,10,ja,"Dass die Personalsituation nicht nur im Ordnungsamt, sondern in der Verwaltung allgemein, extrem angespannt ist, ist für die Piraten Xhain nicht erst seit kurzem ersichtlich. Wir fordern bereits seit 2012, als der Berliner Senat trotz unübersehbarer Missstände auf Grund der Personalsituation noch auf Stellenabbau-Kurs war, eine Kursänderung und eine Anpassung der Personalsituation an die tatsächlichen Bedarfe, damit die Verwaltung die von den Berlinern erwarteten Leistungen erbringen kann ( http://piraten-xhain.de/2012/07/tag-des-geschlossenen-amtes/ )."
Felix J. Just,Piraten,WK5,11,ja,"Ja und Nein. Vieles ist bereits gut geregelt, wird jedoch von einigen wenigen nicht vernünftig genutzt – hier muss durch mehr Bildung ein besseres Bewusstsein für die Müllproblematik geschaffen werden. Diese Aufgabe übersteigt jedoch leider die Möglichkeiten, die ein BVV-Mandat bietet. 
 Die Situation in Parks muss unbedingt verbessert werden. Die Piraten Xhain fordern seit langem, dass die Verwaltung mit genügend Personal ausgestattet wird und so auch die Grünflächenämter sich mehr um die Müllentfernung aus den Parks kümmern können. Eine Finanzierung zu ermöglichen, die die BSR in die Lage versetzt diese Aufgabe zu übernehmen, halten wir für eine sinnvolle Idee. Erste Tests, wie dies laufen kann, verlaufen vielversprechend und sollten ausgedehnt werden."
Felix J. Just,Piraten,WK5,12,nein,"Nein. Die Clubcommission, als das größte Bindeglied der Clubkultur zur Berliner Politik zur Verwaltung und den individuellen Anwohnerschaften, Besitzern und Bauherren, arbeitet seit nun mehr als 15 Jahren an der Akzeptanz und am Interessensausgleich. Ohne sie wäre ein Dialog nie angelaufen und würde ohne sie extrem erschwert. Zudem ist die Interessenvertretung der Clubs auch vorrangig dazu da, die Interessen der Clubs zu vertreten. Sollte es Konsens werden, dass ein externer Konfliktvermittler notwendig sei, muss jemand gefunden und auch von allen Parteien akzeptiert werden."
Felix J. Just,Piraten,WK5,13,ja,"Die Piraten Xhain lehnen Monokulturen generell ab. Unsere Vorstellung einer lebenswerten Gewerbelandschaft ist ein Mix von Geschäften und Betrieben verschiedenster Branchen. Dass ganze Kiezen zu Gastromeilen mit angeschlossenen Erwerbsstellen für Fremdenverkehrsbedarf umgewandelt werden deckt sich nicht mit unserer Idee von Stadtleben. Wir setzen uns daher für eine kleinteilige, inhabergeführte und diverse Gewerbelandschaft ein. Neben der Durchmischung vor Ort müssen auch lokale/regionale Unternehmen gefördert werden. Dazu gehört auch eine entsprechende Infrastruktur inklusive einer flächendeckenden Breitbandversorgung. Einkaufszentren und Straßenzüge mit den immergleichen internationalen Ketten entsprechen nicht unseren Ideen von einer lebenswerten Stadt."
Felix J. Just,Piraten,WK5,14,ja,"Ja, mehr Transparenz in der Arbeit der Verwaltung ist seit 2009 eine Kernforderung der Piraten Xhain und bisher immer noch nicht ausreichend umgesetzt."
Felix J. Just,Piraten,WK5,15,nein,"Nach unserer Kenntnis ist für nachbarschaftsverbindende Aktivitäten keine Genehmigung erforderlich. Wir haben auf jeden Fall noch nie eine beantragt. 
 Im Zweifel für das bunte Leben, Freiheit statt Angst, und macht halt, was Ihr cool findet. Das Grundgesetz Art. 2(1) sieht das übrigens auch so."
Felix J. Just,Piraten,WK5,16,ja,"Das Ordnungsamt soll kontrollieren und umsetzen, es ist keine Interessenvertretung für irgendjemanden und soll sich daher nicht für irgendetwas einsetzen.
 Wir, die Piraten Xhain, werden in der BVV daraufhinwirken, dass das Bezirksamt Genehmigungen in diesem Bereich wohlwollend prüft und zeitnah erteilt."
Felix J. Just,Piraten,WK5,17,ja,"Unbedingt. Die Piraten fordern seit langem fahrradfreundliche Kieze, Shared Spaces, neue Mobilitätsformen und den ticketfreien ÖPNV.
 
 Sinnfrei hunderte Millionen zu verpulvern, nur weil es nicht das eigene Geld ist, dabei noch den Kiez kaputt zu machen, die Frankfurter Allee in den Infarkt führen und im 21. Jahrhundert Autoverkehr fördern, ist schierer Wahnsinn und zeugt von der Idiotie der regierenden Parteien!"
Felix J. Just,Piraten,WK5,18,ja,"Nach StVO ist das Parken eines Werbe-Anhängers nicht ausschließlich zu Zwecken der Werbung bis zu zwei Wochen zulässig.
 
 Für das Abstellen eines Werbe-Anhängers ausschließlich zu Zwecken der Werbung unabhängig von der Dauer ist eine Sondernutzungserlaubnis nötig.
 
 Beides sind Regeln, die nicht der Bezirk erlassen hat.
 
 Die Piraten Xhain werden das Ordnungsamt auffordern Sondernutzungserlaubnisse nur äußerst restriktiv zu vergeben, da Werbeanhänger meist nur als störend wahrgenommen werden, der Anwohnerschaft Parkplätze entziehen und keinen besonderen Beitrag zur Lebensqualität liefern."
Felix J. Just,Piraten,WK5,19,ja,"Ja, aber… Leider hat der Bezirk hat es lange versäumt, die Bedarfe an Schulplätzen entsprechend der Bevölkerungsentwicklung anzupassen und sich die notwendigen Flächen zu sichern. Der Bezirk blöderweise nicht frei über die notwendigen Mittel verfügen kann, ist eine enge Zusammenarbeit mit dem Land Berlin erforderlich und dort endlich eine Anpassung der Mittel an die tatsächlichen Bedarfe erforderlich. Die bisher im Rahmen von SIWA bereitgestellten Mittel sind nicht ausreichend."
Felix J. Just,Piraten,WK5,20,nein,"Nein. Modularbauten sind keine regulären Schulbauten und können diese auch nicht ersetzen. Häufig werden sie auf Freiflächen der bereits existierenden Schulstandorte errichtet, mehr Schüler müssen sich z.B. Schulhof, Turnhalle etc. teilen. Modularbauten sind jetzt der Rettungsanker für eine verfehlte Politik in Bezirk und Land, für die die Schüler mit Einbußen bei Qualität und dringend nötigen Frei- und Sportflächen bezahlen müssen."
Felix J. Just,Piraten,WK5,21,ja,"Ja, nur werden Jugend- und Bildungseinrichtungen hauptsächlich aus öffentlicher Hand finanziert und nicht durch private Investoren wie bei Büros, Eigentumswohnung etc.
 Insofern sind diese Bereiche kaum miteinander vergleichbar. Jugend- und Bildungseinrichtungen müssen auf Grundstücken entstehen, die im Besitz von Bezirken und/oder des Landes Berlin sind (eine Anmietung privater Flächen ist für sie so gut wie nie finanzierbar). Davon gibt es nicht mehr viele – eine Änderung der Berliner Liegenschaftspolitik ist nötig.
 In der Stadtentwicklung werden sich die Piraten Xhain weiterhin für eine Ausweisung von entsprechenden Bedarfsflächen für z.B. Schul- und Kitaneubauten einsetzen."
Felix J. Just,Piraten,WK5,22,nein,"Öffentlicher Raum muss auch weiterhin öffentlich zugänglich bleiben. Aber Friedrichshain-Kreuzberg ist nunmal auch nicht Nordkorea. Daher sehen wir keinen Grund, dem Würstchenmann, der Eisverkäuferin, den Musikanten, den Markständen, Cafés, Eisdielen, Taxis, Rikschas oder anderen die kommerzielle Nutzung öffentlicher Plätze zu untersagen.
 Aber die kommerzielle Nutzung öffentlicher Flächen darf auch nicht dazu führen, dass der Veranstalter bestimmen darf, welche Personengruppen sich dort aufhalten oder welche politischen Positionen dort vertreten werden dürfen.
 Durch immer mehr Open Air Events (Musik, Tanz, Kino, Public Viewing, Ausschank, Outdoor-Sport) entsteht eine erhöhte Nachfrage an kommerziell nutzbaren Flächen. Es gilt Kompromisse zu finden und Konflikte in Zukunft zu vermeiden. Das Ausweisen neuer Grillplätze zum Beispiel wäre eine Möglichkeit der Xhainer Anwohnerschaft Flächen zur nicht-kommerziellen Nutzung zur Verfügung zu stellen. Die Menschen lassen es sich das Grillen ja offensichtlich nicht verbieten. Also heißt es, sinnvoll ausbauen und nutzen."
Felix J. Just,Piraten,WK5,23,ja,Sollte es solche Baugelände noch geben – auf jeden Fall! Leider wurden solche Flächen jedoch in der Vergangenheit meistbietend über den Liegenschaftsfond und Bundesflächen über die BIMA veräußert. Nötig ist daher eine Änderung der Berliner Liegenschaftspolitik.
Felix J. Just,Piraten,WK5,24,ja,"Das eigentliche Gefahrengebiet ist der CDU-Innensenator Frank Henkel. Und Menzel. Und Juhnke. Und Wansner. Und eigentlich die ganze CDU-Fraktion, die beinahe wie immer, Wahlkampf auf dem Rücken von Friedrichshain-Kreuzberg macht."
Felix J. Just,Piraten,WK5,25,ja,"Die ""Begehungen"" und ""Unterstützung von Bauarbeiten"" durch die Polizei waren klar rechtswidrig. Die Belagerung des Nordkiezes und die Schikane der Anwohner waren teuer, unnötig und dumm. Die Politik ist angehalten, den Zustand vor dem kompletten Durchdrehen des Innensenators wiederherzustellen."
Felix J. Just,Piraten,WK5,26,ja,"Wie jede demokratische Partei sind wir gegen rechtswidrige Handlungen. Dies betrifft natürlich insbesondere Akteure, die mit besonderen Privilegien ausgestattet sind, wie z.B. die Polizei. An diese sind in dieser Hinsicht besonders hohe Maßstäbe anzulegen. Dies können wir beim derzeitigen Senat überhaupt nicht erkennen, daher setzen wir uns ein für #henkelräumen."
Felix J. Just,Piraten,WK5,27,ja,Ja. Dies ist für die Piraten Xhain selbstverständlich.
Felix J. Just,Piraten,WK5,28,ja,"Wir, die Piraten, setzen uns schon immer dafür ein, dass niemand gegen seinen Willen wohnungslos wird oder bleibt. Wir setzen uns für das Recht auf Existenzsicherung und Teilhabe ein."
Felix J. Just,Piraten,WK5,29,ja,"Wir, die Piraten, setzen sich schon immer dafür ein, dass niemand gegen seinen Willen wohnungslos wird oder bleibt. Wir setzen sich für das Recht auf Existenzsicherung und Teilhabe ein. Menschen, die betteln, tun dies normalerweise nicht aus Langeweile sondern aus Not. Diese Notsituationen müssen beseitigt werden. Repression von Betteln ändert an der zugrundeliegenden Notsituation nichts und ist daher nicht zielführend.
 
 Wir stimmen der Aussage zu, wenn gemeint ist, dass weniger Menschen wohnungslos sein sollen und Menschen nicht betteln sollen um ihren Lebensunterhalt sichern zu können. Wir stimmen der Aussage nicht zu, wenn Repression und Vertreibung an die Stadtrandgebiete („Aus den Augen, aus dem Sinn.“) als Mittel zum Erreichen dieses Ziels eingesetzt werden sollen."
Felix J. Just,Piraten,WK5,30,ja,"Eine gute soziale Mischung im Kiez ist eines der wichtigsten Anliegen der Piraten Xhain. Demzufolge muss für alle Einkommensschichten geeigneter Wohnraum zur Verfügung stehen. Derzeit erfolgt in Friedrichshain-Kreuzberg jedoch eine Aufwertung, die zu Verdrängung führt. Dies ist eine Entwicklung, die wir mit großer Sorge erfüllt. Die Piraten Xhain sind gegen den Verkauf von kommunalen Wohnungen und fordern die Einrichtung von Milieuschutzgebieten, um etwas gegen diese Aufwertung zu unternehmen und die Verdrängung aus dem Kiez zu verlangsamen und wenn möglich komplett zu stoppen.
 
 Der grüne Baustadtrat Hans Panhoff hat leider diverse Großprojekte hofiert und deren Umsetzung auch an der BVV vorbei vorangetrieben. Insofern wäre das Mindeste was man gegen diesen Aufwertungstrend tun muss: Weg mit dem grünen Baustadtrat!"
Felix J. Just,Piraten,WK5,31,ja,Ja. Dies ist für die Piraten Xhain selbstverständlich.
Felix J. Just,Piraten,WK5,32,ja,Ja. Dies ist für die Piraten Xhain selbstverständlich.
Felix J. Just,Piraten,WK5,33,ja,"Bei großen (Neu-)Bauprojekten wird dies bereits verlangt und mit Hilfe städtebaulicher Verträge umgesetzt. Wir glauben, dass dieses Mittel noch deutlich stärker genutzt werden muss und werden dies in der BVV vorantreiben. Dieses Mittel möchten wir gerne stärker nutzen. Für kleinere Bauvorhaben (Anbau, Ausbau) ist dies meist nicht praktikabel, sie stellen allerdings auch keine so große Belastung für die bestehende Infrastruktur dar."
Felix J. Just,Piraten,WK5,34,ja,"Wir, die Piraten Xhain, treten schon schon immer dafür ein, dass Berlin eine soziale Stadt wird. Als Verfechter von Diversität und Vielfalt ist die Vorstellung einer homogenen Stadt für uns jedoch eher erschreckend als anstrebenswert. Die Unterschiedlichkeit von Kreuzberg und Friedrichshain, sogar zwischen einzelnen Kiezen in den beiden Stadtteilen, macht diesen Bezirk erst zu dem was er ist: schön und interessant. Eine Anpassung aller Kieze aneinander lehnen wir entschieden ab.
 
 Es gibt in der Politik zahlreiche Mittel, wie zum Beispiel Flächennutzungs-und Bebauungspläne, um Einfluss auf die Entwicklung der Stadt und des Bezirks zu nehmen – insbesondere im Bereich Wohnen.
 Nicht diese Instrumente der Stadtentwicklungspolitik, sondern auch das bezirkliche Vorkaufsrecht, die Möglichkeit zur Beschlagnahme von leerstehendem Wohnraum und das Zweckentfremdungsgesetz sind durchaus Mittel mit denen man in der Stadtentwicklung arbeiten kann, nur müssen diese häufiger konsequenter als bisher eingesetzt werden. 
 Beton bleibt Beton, auch wenn er vom Baustadtrat Hans Panhoff grün angestrichen wurde."
Felix J. Just,Piraten,WK5,35,ja,"Ja. Wir Piraten Xhain fordern bereits seit längerem, dass man die Möglichkeiten städtebaulicher Verträge stärker nutzt. In diesen Verträgen können die entsprechenden Pflichten genau festgelegt werden, und deren Umsetzung ist nachher einklagbar."
